Fiscal_Year,Library,County,AENGLC_Rank,Population_of_Service_Area,Total_Library_Visits,Total_Registered_Borrowers,Percent_of_Residents_with_Library_Cards,Reference_Questions,Total_Circulation,Total_Programs_(Synchronous_+_Prerecorded),Total_Program_Attendance_&_Views,Total_Collection,Total_Operating_Income,Town_Tax_Appropriation_for_Library,Tax_Appropriation_Per_Capita_Served,Wages_&_Salaries_Expenditures,Operating_Expenditures,Operating_Expenditures_Per_Capita,Visits_per_Borrower,References_per_Borrower,Population_Group,Log_Population,Program_Attendance_per_Capita
2008,New Hartford-Bakerville,Litchfield,85.0,,25493.0,1334.0,0.2,325.0,25493.0,50.0,600.0,17813.0,54891.0,44300.0,,26500.0,41820.0,,19.110194902548727,0.2436281859070465,,,
2008,New Hartford-Licia M.B.,Litchfield,85.0,6736.0,62500.0,5683.0,0.84,8680.0,74403.0,131.0,3197.0,51365.0,311924.0,195324.0,29.0,158767.0,318133.0,47.2,10.997712475805033,1.527362308639803,Pequeña,8.81537000096066,0.47461401425178146
2008,New Haven,New Haven,164.0,13145.0,56297.0,5261.0,0.37,5832.0,324383.0,270.0,5203.0,58039.0,473641.5,386715.0,29.87,281623.0,470742.5,35.7,10.700817335107393,1.1085344991446493,Mediana,9.483872808823522,0.39581589958158997
2008,New London,New London,163.0,25923.0,156000.0,13193.0,0.51,30015.0,172049.0,183.0,3317.0,82822.0,706000.0,587255.0,22.65,285896.0,639307.0,24.7,11.824452361100583,2.2750701129386797,Mediana,10.162924459547607,0.12795586930525016
2008,New Milford,Litchfield,56.0,28439.0,197436.0,16767.0,0.58,17752.0,274743.0,630.0,20538.0,112526.0,1140474.0,1010342.0,35.53,672279.0,1381183.0,48.6,11.77527285739846,1.0587463469911136,Mediana,10.255551883917176,0.7221772917472485
2008,Newington - LucyWelles,Hartford,96.0,29619.0,257929.0,12768.0,0.43,5832.0,410115.0,650.0,5203.0,154130.0,1799744.0,1750023.0,59.08,1250639.0,2215030.0,74.8,20.201206140350877,0.4567669172932331,Mediana,10.29620508782179,0.17566426955670347
2008,Newtown - Cyr.Booth,Fairfield,33.0,26790.0,179400.0,17595.0,0.65,5832.0,261435.0,821.0,18339.0,115833.0,1135561.0,937953.0,35.01,692987.0,1093728.0,40.8,10.196078431372548,0.33145780051150897,Mediana,10.19582128920296,0.6845464725643897
2008,Norfolk,Litchfield,43.0,1652.0,25615.0,2640.0,0.46,2741.0,36343.0,234.0,8073.0,38143.0,383910.0,1000.0,0.61,152880.0,406527.0,37.6,9.702651515151516,1.0382575757575758,Pequeña,7.410347097821024,4.88680387409201
2008,North Branford,New Haven,84.0,14406.0,39840.0,9368.0,0.65,3626.0,96197.0,207.0,3549.0,66244.0,555781.0,551983.0,38.32,340529.0,555781.0,38.6,4.252775405636208,0.3870623398804441,Mediana,9.575469478561473,0.24635568513119532
2008,North Canaan - Douglas,Litchfield,129.0,3352.0,15000.0,1635.0,0.48,700.0,22291.0,118.0,540.0,19037.0,110132.0,56100.0,16.74,59917.0,95462.0,28.5,9.174311926605505,0.42813455657492355,Pequeña,8.117610746466228,0.1610978520286396
2008,North Haven,New Haven,49.0,24002.0,84396.0,18472.0,0.77,10244.0,186692.0,266.0,3980.0,112423.0,831298.0,800312.0,33.34,585924.0,869484.0,36.2,4.568860978778692,0.5545690775227371,Mediana,10.085934101518234,0.1658195150404133
2008,North Stonington-Wheeler,New London,75.0,5212.0,80210.0,2932.0,0.56,5234.0,47340.0,94.0,1032.0,35812.0,119520.0,20000.0,3.84,60000.0,100693.0,19.3,27.35675306957708,1.7851296043656206,Pequeña,8.558910784768106,0.19800460475825019
2008,Norwalk,Fairfield,72.0,13145.0,56297.0,5261.0,0.32,5832.0,80777.5,326.0,7599.0,58039.0,473641.5,386715.0,40.85,281623.0,470742.5,43.0,10.700817335107393,1.1085344991446493,Mediana,9.483872808823522,0.5780905287181438
2008,Norwich - Otis,New London,161.0,36432.0,179000.0,5261.0,0.46,9953.0,148102.0,494.0,7553.0,67634.0,1199615.0,1082871.0,29.72,703393.0,1199615.0,32.9,34.023949819425965,1.891845656719255,Mediana,10.503230236323834,0.2073177426438296
2008,Old Lyme - Phoebe,New London,15.0,7384.0,36850.0,5663.0,0.76,4369.0,71509.0,222.0,3814.0,47815.0,557273.0,225000.0,30.47,290623.0,557273.0,75.5,6.507151686385308,0.7714992053681794,Pequeña,8.90720619496548,0.516522210184182
2008,Old Saybrook - Acton,Middlesex,28.0,10539.0,218047.0,11601.0,0.46,8432.0,289008.0,595.0,8173.0,75404.0,642141.0,637578.0,60.5,369244.0,659560.0,62.6,18.79553486768382,0.7268338936298595,Mediana,9.262932822095353,0.7755005218711453
2008,Orange - Case,New Haven,27.0,13813.0,90061.0,7099.0,0.51,7013.0,135707.0,244.0,6450.0,111478.0,598991.0,577095.0,41.78,355152.0,688100.0,49.8,12.686434709113959,0.9878856176926327,Mediana,9.533437849648918,0.46695142257293853
2008,Oxford,New Haven,71.0,12527.0,16000.0,4288.0,0.35,5600.0,38294.0,124.0,2331.0,31015.0,192052.0,185336.0,14.79,125756.0,185335.0,14.8,3.7313432835820897,1.3059701492537314,Mediana,9.435721418230584,0.18607807136584975
2008,Plainfield - Aldrich,Windham,162.0,15450.0,6734.0,3288.0,0.21,2000.0,9043.0,24.0,456.0,15581.0,53653.0,47500.0,3.07,23290.0,51214.0,3.3,2.048053527980535,0.6082725060827251,Mediana,9.645429005150419,0.029514563106796118
2008,Plainville,Hartford,125.0,17193.0,115370.0,6461.0,0.37,6999.0,169420.0,305.0,8824.0,99644.0,655560.0,599013.0,34.84,377003.0,697896.0,40.6,17.856368983129546,1.0832688438322242,Mediana,9.752315764734389,0.5132321293549701
2008,Plymouth - Terryville,Litchfield,146.0,12011.0,73000.0,4000.0,0.33,3000.0,61207.0,413.0,4734.0,64066.0,318602.0,410614.0,34.19,229512.0,404086.0,33.6,18.25,0.75,Mediana,9.39366142910322,0.39413870618599617
2008,Pomfret,Windham,105.0,4165.0,5000.0,1654.0,0.4,500.0,13840.0,152.0,1518.0,18721.0,91773.0,59952.0,14.39,42776.0,91773.0,22.0,3.022974607013301,0.3022974607013301,Pequeña,8.334711621820917,0.3644657863145258
2008,Portland,Middlesex,101.0,9537.0,89606.0,4404.0,0.46,5337.0,146939.0,278.0,5074.0,84589.0,628463.0,593698.0,62.25,397625.0,766497.0,80.4,20.34650317892825,1.2118528610354224,Pequeña,9.16303909885817,0.5320331341092587
2008,Preston,New London,116.0,4902.0,19068.0,2459.0,0.5,576.0,31495.0,29.0,1763.0,29723.0,155086.0,148958.0,30.39,89406.0,162061.0,33.1,7.754371695811305,0.23424156161041074,Pequeña,8.497602541651233,0.35964912280701755
2008,Prospect,New Haven,97.0,9273.0,31180.0,5460.0,0.59,7590.0,80552.0,55.0,1310.0,43076.0,251159.0,244864.0,26.41,128246.0,219981.0,23.7,5.710622710622711,1.39010989010989,Pequeña,9.134970064951407,0.14127035479348646
2008,Putnam,Windham,159.0,9292.0,59895.0,5733.0,0.61,6000.0,64502.0,202.0,4332.0,37509.0,422409.0,427056.0,45.96,206326.0,412871.0,44.4,10.447409733124019,1.0465724751439036,Pequeña,9.13701670755734,0.4662074903142488
2008,Redding - Mark Twain,Fairfield,10.0,8840.0,68206.0,5323.0,0.6,3747.0,111084.0,328.0,5639.0,47192.0,605867.0,332800.0,37.65,318563.0,587844.0,66.5,12.813451061431524,0.7039263573173022,Pequeña,9.087155271405804,0.6378959276018099
2008,Ridgefield,Fairfield,8.0,23872.0,56297.0,11540.0,0.48,17194.0,407540.0,866.0,19151.0,132225.0,2101429.0,1610000.0,67.44,1142082.0,2101429.0,88.0,4.87842287694974,1.489948006932409,Mediana,10.080503392206552,0.8022369302949062
2008,Rocky Hill-Cora Belden,Hartford,86.0,18808.0,175733.0,7957.0,0.42,20112.0,282900.0,208.0,5816.0,67167.0,906654.0,877878.0,46.68,695026.0,887210.0,47.2,22.085333668468017,2.5275857735327385,Mediana,9.842090757670805,0.30923011484474694
2008,Roxbury - Minor,Litchfield,7.0,2319.0,18264.0,1753.0,0.75,4119.0,22124.0,106.0,2535.0,38672.0,145557.0,92500.0,39.89,96207.0,231565.0,37.6,10.4187107815174,2.34968625213919,Pequeña,7.749322464660356,1.093143596377749
2008,Salem,New London,90.0,6546.0,33800.0,5511.0,0.84,1300.0,56342.0,80.0,1184.0,26076.0,22379.0,18955.0,2.9,61545.0,108141.0,16.5,6.133188169116313,0.23589185265831972,Pequeña,8.786762208441091,0.180873816070883
2008,Salisbury - Scoville,Litchfield,14.0,3987.0,74025.0,3110.0,0.77,6200.0,78589.0,197.0,4423.0,38551.0,437774.0,160000.0,40.13,205236.0,410074.0,37.6,23.80225080385852,1.9935691318327975,Pequeña,8.291045131081729,1.109355405066466
2008,Scotland,Windham,153.0,1725.0,7608.0,892.0,0.52,148.0,9518.0,47.0,410.0,12941.0,45704.0,40573.0,23.52,23663.0,43564.0,25.3,8.52914798206278,0.16591928251121077,Pequeña,7.453561871643373,0.23768115942028986
2008,Seymour,New Haven,118.0,16240.0,130895.0,11284.0,0.69,7880.0,84968.0,103.0,3544.0,74028.0,546239.0,459139.0,28.27,256480.0,542713.0,33.4,11.600053172633817,0.6983339241403758,Mediana,9.695294188174604,0.21822660098522167
2008,Sharon - Hotchkiss,Litchfield,18.0,3022.0,18000.0,1110.0,0.36,1000.0,19803.0,122.0,1087.0,13605.0,180083.0,40000.0,13.24,91635.0,168829.0,55.9,16.216216216216218,0.9009009009009009,Pequeña,8.014004994779459,0.35969556585043017
2008,Shelton - Plumb,Fairfield,48.0,40011.0,174760.0,14970.0,0.37,9961.0,264514.0,517.0,9877.0,163007.0,1177615.0,1011084.0,25.27,738481.0,1059142.0,26.5,11.674014696058784,0.6653974615898464,Mediana,10.59693468810507,0.24685711429356927
2008,Sherman,Fairfield,25.0,4110.0,31000.0,2517.0,0.61,2000.0,43013.0,208.0,3474.0,28561.0,200630.0,111760.0,27.19,101385.0,208386.0,50.7,12.316249503377037,0.7945967421533572,Pequeña,8.321421586897879,0.8452554744525548
2008,Simsbury,Hartford,45.0,23659.0,225000.0,12086.0,0.51,5832.0,332226.0,457.0,19203.0,139138.0,1110931.0,1205241.0,50.94,808402.0,1492432.0,63.1,18.616581168293894,0.4825417838821777,Mediana,10.071541137532378,0.8116572974343802
2008,Somers,Tolland,130.0,10850.0,60500.0,4407.0,0.4,,81760.0,198.0,2907.0,61551.0,403599.0,383451.0,35.34,236785.0,426289.0,39.3,13.72815974585886,,Mediana,9.292012520620208,0.26792626728110597
2008,South Windsor,Hartford,73.0,25940.0,202043.0,10168.0,0.39,12564.0,258692.0,399.0,8524.0,134217.0,1328988.0,1292932.0,49.84,660277.0,1314336.0,50.7,19.87047600314713,1.2356412273800157,Mediana,10.16358000762854,0.32860447185813413
2008,Southbury,New Haven,46.0,19678.0,184170.0,10565.0,0.54,7185.0,353198.0,494.0,11590.0,102607.0,669343.0,594257.0,30.2,465258.0,926466.0,47.1,17.43208707998107,0.6800757217226692,Mediana,9.88730735630709,0.5889826201849782
2008,Southington,Hartford,98.0,42142.0,241600.0,5261.0,0.63,5832.0,302708.0,372.0,14695.0,116060.0,1245443.0,1212507.0,28.77,867089.0,1567643.0,37.2,45.922828359627445,1.1085344991446493,Mediana,10.648823876091406,0.3487020074984576
2008,Sprague,New London,141.0,2981.0,7576.0,1635.0,0.55,894.0,9526.0,109.0,621.0,14121.0,54637.0,51000.0,17.11,51487.0,72835.0,24.4,4.633639143730887,0.5467889908256881,Pequeña,8.000349495324684,0.20831935592083192
2008,Stafford,Tolland,144.0,11786.0,47401.0,5632.0,0.48,1848.0,81627.0,389.0,4181.0,51333.0,485692.0,378740.0,32.13,273187.0,448135.0,38.0,8.416370738636363,0.328125,Mediana,9.37475250822657,0.3547429153232649
2008,Stamford - Ferguson,Fairfield,24.0,13145.0,56297.0,5261.0,0.93,5832.0,80777.5,270.0,5203.0,58039.0,473641.5,386715.0,68.98,281623.0,470742.5,72.0,10.700817335107393,1.1085344991446493,Mediana,9.483872808823522,0.39581589958158997
2008,Sterling,Windham,147.0,3725.0,6736.0,2103.0,0.58,3516.0,38984.0,40.0,290.0,22822.0,77531.0,74030.0,19.87,44091.0,79971.0,21.5,3.2030432715168806,1.6718972895863053,Pequeña,8.223090551161533,0.07785234899328859
2008,Stonington,New London,41.0,18343.0,34335.0,6540.0,0.36,724.0,57865.0,463.0,10794.0,38369.0,294497.0,92549.0,5.05,168360.0,315613.0,17.2,5.25,0.11070336391437309,Mediana,9.81705782453774,0.5884533609551328
2008,Stratford,Fairfield,82.0,49015.0,267758.0,5261.0,0.76,5832.0,417256.0,270.0,5203.0,168615.0,473641.5,386715.0,53.38,281623.0,470742.5,57.5,50.894886903630486,1.1085344991446493,Mediana,10.799902054405491,0.10615117821075182
2008,Suffield - Kent,Hartford,112.0,15104.0,135802.0,9673.0,0.64,10591.0,144418.0,450.0,9045.0,88045.0,475270.0,407977.0,27.01,288092.0,507405.0,33.6,14.03928460663703,1.0949033391915641,Mediana,9.622781093820773,0.5988479872881356
2008,Thomaston,Litchfield,124.0,7818.0,70000.0,3702.0,0.47,6776.0,89177.0,391.0,7497.0,55004.0,358381.0,339182.0,43.38,204677.0,443413.0,56.7,18.9086980010805,1.830361966504592,Pequeña,8.964311948124514,0.9589409056024558
2008,Thompson,Windham,142.0,9231.0,57131.0,5818.0,0.62,16501.0,94448.0,385.0,6665.0,56200.0,390690.0,382362.0,41.42,255499.0,374097.0,40.5,9.819697490546579,2.8361980061876935,Pequeña,9.13043098874788,0.7220236160762648
2008,Tolland,Tolland,92.0,14631.0,83698.0,9229.0,0.63,24282.0,138265.0,251.0,3292.0,69490.0,390382.0,381437.0,26.07,286484.0,509155.0,34.8,9.069021562466139,2.6310542854047028,Mediana,9.590966190070702,0.225001708700704
2008,Torrington,Litchfield,157.0,35451.0,67964.0,13576.0,0.38,5832.0,102589.0,229.0,3204.0,54956.0,612373.0,27400.0,0.77,315890.0,575770.0,16.2,5.0061873895109015,0.4295816146140248,Mediana,10.475934947858288,0.09037826859609038
2008,Trumbull,Fairfield,31.0,34752.0,250801.0,5261.0,0.83,31595.0,441671.0,696.0,14233.0,171652.0,1777592.0,1549092.0,44.58,1088921.0,1679179.0,48.3,47.671735411518725,6.005512260026611,Mediana,10.456021178201889,0.4095591620626151
2008,Union,Tolland,91.0,751.0,7100.0,489.0,0.65,25.0,5781.0,13.0,92.0,10960.0,34040.0,31062.0,41.36,14736.0,30750.0,40.9,14.519427402862986,0.05112474437627812,Pequeña,6.62273632394984,0.12250332889480692
2008,Vernon - Rockville,Tolland,140.0,29620.0,122690.0,14180.0,0.48,4191.0,151129.0,188.0,6676.0,72223.0,815536.0,228000.0,7.7,357182.0,743354.0,25.1,8.652327221438647,0.29555712270803947,Mediana,10.296238848224217,0.22538825118163403
2008,Voluntown,New London,121.0,2612.0,10361.0,1650.0,0.63,490.0,21611.0,101.0,1299.0,18631.0,83769.0,73350.0,28.08,54781.0,82889.0,31.7,6.279393939393939,0.296969696969697,Pequeña,7.868254265520613,0.49732006125574274
2008,Wallingford,New Haven,88.0,44679.0,300000.0,5261.0,0.69,5832.0,80777.5,167.0,9012.0,58039.0,473641.5,386715.0,55.43,1361766.0,2378241.0,53.2,57.02337958563011,1.1085344991446493,Mediana,10.707281253183137,0.20170549922782516
2008,Warren,Litchfield,17.0,1384.0,3134.0,1000.0,0.72,50.0,7003.0,89.0,821.0,14982.0,40586.0,23000.0,16.62,25271.0,37067.0,26.8,3.134,0.05,Pequeña,7.233455418621439,0.5932080924855492
2008,Washington - Gunn,Litchfield,13.0,3671.0,47305.0,2503.0,0.68,,63507.0,183.0,4285.0,50858.0,525851.0,114845.0,31.28,199650.0,459244.0,37.6,18.899320815021973,,Pequeña,8.20849175174038,1.1672568782348134
2008,Waterbury - Silas Bron.,New Haven,165.0,13145.0,273954.0,5261.0,0.46,16921.0,190617.0,165.0,4786.0,58039.0,1815354.0,1945137.0,18.15,1415687.0,2018346.0,18.8,52.072609770005705,3.21630868656149,Mediana,9.483872808823522,0.36409281095473567
2008,Waterford,New London,40.0,18775.0,187231.0,17000.0,0.9,20277.0,224564.0,347.0,5745.0,84818.0,1304428.0,1226089.0,65.3,869727.0,1343691.0,71.6,11.013588235294117,1.192764705882353,Mediana,9.84033473753086,0.3059920106524634
2008,Watertown,Litchfield,115.0,22128.0,59647.0,12820.0,0.57,5832.0,110863.0,108.0,3515.0,85068.0,738501.0,725000.0,32.76,393373.0,737424.0,33.3,4.652652106084243,0.4549141965678627,Mediana,10.004644244495866,0.15884851771511208
2008,West Hartford,Hartford,57.0,13145.0,281316.0,5261.0,0.44,5832.0,80777.5,270.0,5203.0,58039.0,473641.5,386715.0,60.8,281623.0,470742.5,61.0,53.47196350503707,1.1085344991446493,Mediana,9.483872808823522,0.39581589958158997
2008,West Haven,New Haven,155.0,52676.0,61909.0,5261.0,0.75,27251.0,194371.0,251.0,4685.0,161943.0,2282243.0,1446663.0,27.46,817498.0,1346089.0,25.6,11.76753468922258,5.179813723626687,Grande,10.87193420662744,0.08893993469511732
2008,Westbrook,Middlesex,35.0,6618.0,30000.0,6097.0,0.92,8568.0,36856.0,228.0,2244.0,44160.0,307118.0,298487.0,45.1,187820.0,307118.0,46.4,4.920452681646712,1.4052812858783008,Pequeña,8.797699580118923,0.33907524932003624
2008,Weston,Fairfield,5.0,10200.0,38500.0,6154.0,0.6,,65624.0,435.0,6130.0,58413.0,378725.0,372352.0,36.51,245492.0,402255.0,39.4,6.256093597660058,,Mediana,9.23024103368252,0.6009803921568627
2008,Westport,Fairfield,3.0,26508.0,56297.0,21666.0,0.81,5832.0,80777.5,270.0,5203.0,58039.0,473641.5,386715.0,32.224999999999994,281623.0,470742.5,37.6,2.59840302778547,0.2691775131542509,Mediana,10.185239576957109,0.19628036819073488
2008,Wethersfield,Hartford,103.0,25781.0,71490.0,9092.0,0.35,30378.0,263100.0,373.0,11568.0,118751.0,1593559.0,1562329.0,60.6,862752.0,1592704.0,61.8,7.8629564452265726,3.3411790585129784,Mediana,10.15743185300305,0.44870253287304607
2008,Willington,Tolland,131.0,6139.0,30400.0,2907.0,0.47,17680.0,34498.0,24.0,2774.0,26974.0,147198.0,101643.0,16.56,75842.0,161135.0,26.2,10.457516339869281,6.081871345029239,Pequeña,8.722580021141187,0.45186512461312917
2008,Wilton,Fairfield,6.0,17715.0,261087.0,17691.0,0.99,30570.0,329873.0,804.0,5203.0,146120.0,473641.5,2010902.0,32.224999999999994,1321591.0,470742.5,37.6,14.758182126505002,1.7279972867559776,Mediana,9.782223465043089,0.2937058989556873
2008,Winchester - Beardsley,Litchfield,143.0,15942.0,,8438.0,0.52,4864.0,55664.0,221.0,1285.0,56866.0,309586.0,196361.0,12.32,147507.0,277878.0,17.4,,0.5764399146717232,Mediana,9.676775140407365,0.08060469200853093
2008,Windham - Guilford Sm,Windham,167.0,,7260.0,657.0,0.03,629.0,6964.0,90.0,1181.0,9883.0,56225.0,25569.0,,22100.0,56225.0,,11.050228310502282,0.9573820395738204,,,
2008,Windham - Willimantic,Windham,167.0,23678.0,25000.0,11669.0,0.49,4200.0,60412.0,109.0,2092.0,63868.0,708420.0,679464.0,28.7,404193.0,709515.0,30.0,2.1424286571257176,0.3599280143971206,Mediana,10.072343858376513,0.0883520567615508
2008,Windham Free,Windham,167.0,,17500.0,1084.0,0.05,370.0,8662.0,80.0,1640.0,9470.0,48424.0,28505.0,,21666.0,49531.0,,16.14391143911439,0.3413284132841328,,,
2008,Windsor,Hartford,99.0,28754.0,211928.0,19441.0,0.68,25645.0,80777.5,818.0,14682.0,136905.0,1521750.0,1488030.0,51.75,808611.0,1479245.0,51.4,10.901085335116507,1.3191193868628157,Mediana,10.266566944147854,0.5106072198650623
2008,Windsor Locks,Hartford,106.0,12491.0,45000.0,4463.0,0.36,8000.0,87426.0,282.0,2306.0,52821.0,451458.0,398305.0,31.89,227290.0,455976.0,36.5,10.08290387631638,1.7925162446784675,Mediana,9.43284371840297,0.1846129213033384
2008,Wolcott,New Haven,128.0,16407.0,78200.0,8690.0,0.53,,78806.0,200.0,2275.0,61781.0,485142.0,501093.0,30.54,280907.0,446007.0,27.2,8.998849252013809,,Mediana,9.705524299752216,0.1386603279088194
2008,Woodbridge,New Haven,20.0,9201.0,,10279.0,0.46,10437.0,162257.0,539.0,6612.0,86377.0,749958.0,690534.0,75.05,483000.0,690634.0,75.1,,1.0153711450530207,Pequeña,9.127176130715414,0.7186175415715683
2008,Woodbury,Litchfield,47.0,9654.0,,7198.0,0.74,,122917.0,599.0,11656.0,91031.0,615193.0,609249.0,63.11,401979.0,609249.0,63.1,,,Pequeña,9.175231194862615,1.2073751812720117
2008,Woodstock - Bracken,Windham,108.0,8188.0,4000.0,3700.0,0.45,2800.0,20200.0,10.0,50.0,27445.0,22412.0,9500.0,1.16,3290.0,22357.0,2.7,1.0810810810810811,0.7567567567567568,Pequeña,9.010547069270189,0.006106497313141182
2008,Woodstock - May,Windham,108.0,,2183.0,347.0,0.04,28.0,6068.0,2.0,19.0,11621.0,12096.0,10060.0,,4990.0,15934.0,,6.29106628242075,0.08069164265129683,,,
2009,Andover,Tolland,94.0,3181.0,9500.0,2639.0,0.83,760.0,20945.0,86.0,1374.0,19754.0,103228.0,98723.0,31.04,60853.0,92417.0,29.1,3.5998484274346345,0.28798787419477073,Pequeña,8.065265208897733,0.4319396416221314
2009,Ansonia,New Haven,159.0,18550.0,81000.0,10321.0,0.56,17500.0,104234.0,476.0,7293.0,95259.0,624800.0,595230.0,32.09,403076.0,565346.0,30.5,7.848076736750315,1.6955721344830927,Mediana,9.828278974938373,0.39315363881401616
2009,Ashford-Babcock,Windham,133.0,4453.0,14779.0,3737.0,0.84,1123.0,28836.0,270.0,3042.0,30257.0,170823.0,156850.0,35.22,106837.0,159421.0,35.8,3.9547765587369548,0.3005084292213005,Pequeña,8.401557847817314,0.6831349651920053
2009,Avon,Hartford,21.0,17333.0,205597.0,9132.0,0.53,41573.0,294443.0,444.0,8954.0,91762.0,1462699.0,1332866.0,76.9,759739.0,1363633.0,78.7,22.513907139728428,4.55245291283399,Mediana,9.76042516969429,0.5165868574395661
2009,Beacon Falls,New Haven,110.0,5770.0,18876.0,2924.0,0.51,3432.0,28600.0,196.0,3031.0,15226.0,118062.0,108709.0,18.84,82090.0,158191.0,27.4,6.4555403556771545,1.173734610123119,Pequeña,8.660600654710967,0.5253032928942808
2009,Berlin Free,Hartford,80.0,,3207.0,768.0,0.04,25.0,7667.0,313.0,2713.0,21845.0,50875.0,7500.0,,21400.0,50925.0,,4.17578125,0.032552083333333336,,,
2009,Berlin-Peck,Hartford,80.0,20254.0,93568.0,7775.0,0.38,15936.0,204936.0,478.0,8820.0,99997.0,974718.0,992786.0,49.02,574561.0,1111018.0,54.9,12.034469453376206,2.049646302250804,Mediana,9.91615695563679,0.4354695368816036
2009,Bethany - Clark,New Haven,56.0,5566.0,,3466.0,0.62,975.0,31559.0,120.0,964.0,44356.0,108982.0,91806.0,16.49,58364.0,110705.0,19.9,,0.28130409694171954,Pequeña,8.624611588183507,0.17319439453826804
2009,Bethel,Fairfield,68.0,18514.0,134308.0,12059.0,0.65,20297.0,174724.0,239.0,4920.0,115824.0,760986.0,744430.0,40.21,553222.0,1058339.0,57.2,11.137573596483954,1.6831412223235758,Mediana,9.826336493347712,0.2657448417413849
2009,Bethlehem,Litchfield,60.0,3549.0,14099.0,2355.0,0.66,1987.0,28429.0,84.0,772.0,26266.0,110576.0,95848.0,27.01,74089.0,88421.0,24.9,5.986836518046709,0.8437367303609342,Pequeña,8.174702882469461,0.21752606367990984
2009,Bloomfield - Prosser,Hartford,104.0,20693.0,50000.0,7371.0,0.36,18942.0,245261.0,625.0,14466.0,126272.0,1382310.0,1350024.0,65.24,1036902.0,1987764.0,96.1,6.78334011667345,2.5698005698005697,Mediana,9.937599082164896,0.699076982554487
2009,Bolton - Bentley,Tolland,98.0,5116.0,48000.0,2098.0,0.41,2928.0,54970.0,48.0,883.0,48266.0,223438.0,215894.0,42.2,154744.0,215894.0,42.2,22.8789323164919,1.3956148713060057,Pequeña,8.540323608805092,0.17259577795152461
2009,Branford - Blackstone,New Haven,58.0,28984.0,250000.0,16701.0,0.58,5832.0,203299.0,510.0,12775.0,87357.0,1270122.0,1011200.0,34.89,674681.0,1219582.0,42.1,14.969163523142328,0.3492006466678642,Mediana,10.274533733773833,0.44076041954181616
2009,Branford - Willoughby,New Haven,58.0,,10000.0,2318.0,0.08,1200.0,40937.0,306.0,10700.0,24549.0,231630.0,202327.0,,147702.0,230603.0,,4.3140638481449525,0.5176876617773943,,,
2009,Bridgeport,Fairfield,164.0,13145.0,56297.0,5261.0,0.39,5832.0,346538.0,568.0,10529.0,58039.0,473641.5,386715.0,24.64,281623.0,470742.5,32.4,10.700817335107393,1.1085344991446493,Mediana,9.483872808823522,0.800988969189806
2009,Bridgewater - Burnham,Litchfield,15.0,1884.0,19940.0,1175.0,0.62,1020.0,28890.0,412.0,5607.0,32782.0,90901.0,70009.0,37.16,71579.0,123503.0,65.6,16.970212765957445,0.8680851063829788,Pequeña,7.541683099882111,2.9761146496815285
2009,Bristol,Hartford,139.0,13145.0,56297.0,19799.0,0.33,29073.0,351358.0,270.0,5203.0,194648.0,2156748.0,2116560.0,34.75,1361323.0,470742.5,39.7,2.8434264356785697,1.4684074953280468,Mediana,9.483872808823522,0.39581589958158997
2009,Brookfield,Fairfield,30.0,16413.0,98927.0,9068.0,0.55,3692.0,158963.0,488.0,12911.0,60779.0,546337.0,520886.0,31.74,387379.0,586270.0,35.7,10.909461843846493,0.4071460079400088,Mediana,9.705889908189658,0.7866325473709864
2009,Brooklyn,Windham,160.0,7886.0,8000.0,4314.0,0.55,800.0,11991.0,15.0,286.0,23493.0,119788.0,108602.0,13.77,67557.0,121885.0,15.5,1.8544274455261938,0.1854427445526194,Pequeña,8.97297111339799,0.0362668019274664
2009,Burlington,Hartford,63.0,9143.0,47602.0,3596.0,0.39,2390.0,79569.0,197.0,3453.0,59145.0,294191.0,288444.0,31.55,186495.0,351217.0,38.4,13.237486095661847,0.6646273637374861,Pequeña,9.120853205474647,0.37766597396915674
2009,Canaan - David Hunt,Litchfield,32.0,1094.0,18538.0,823.0,0.75,842.0,10861.0,136.0,3236.0,28911.0,128840.0,35000.0,31.99,66352.0,128050.0,37.6,22.52490886998785,1.023086269744836,Pequeña,6.9985096422506015,2.9579524680073126
2009,Canterbury,Windham,148.0,5100.0,21814.0,2774.0,0.54,780.0,42339.0,195.0,1721.0,21992.0,105391.0,92388.0,18.12,71338.0,151060.0,29.6,7.863734679163662,0.28118240807498196,Pequeña,8.537191877922927,0.3374509803921569
2009,Canton,Hartford,61.0,10086.0,105000.0,4504.0,0.45,21062.0,184152.0,230.0,7297.0,70527.0,540361.0,511602.0,50.72,384689.0,676603.0,67.1,23.312611012433393,4.676287744227354,Mediana,9.219002745054835,0.723478088439421
2009,Chaplin,Windham,149.0,2528.0,7600.0,1213.0,0.48,450.0,8164.0,21.0,430.0,16173.0,53747.0,56536.0,22.36,29116.0,56536.0,22.4,6.265457543281121,0.37098103874690846,Pequeña,7.835579246669965,0.17009493670886075
2009,Cheshire,New Haven,66.0,28833.0,199386.0,12080.0,0.42,29939.0,80777.5,572.0,11251.0,125642.0,1490034.0,1415380.0,49.09,1149314.0,1489306.0,51.7,16.50546357615894,2.4783940397350994,Mediana,10.26931052537185,0.39021260361391463
2009,Chester,Middlesex,46.0,3834.0,18101.0,2905.0,0.76,2291.0,38508.0,64.0,1112.0,19346.0,109610.0,104041.0,27.14,82838.0,144979.0,37.8,6.230981067125645,0.7886402753872633,Pequeña,8.251924713801357,0.29003651538862807
